date,channel,campaign,amount_spent_usd,clicks,impressions,cpc
2024-02-22,Organic,Organic_SEO,0.0,71,1704,0.0
2024-02-22,Organic,Organic_Direct,0.0,494,22724,0.0
2024-02-23,Google_Search,GSearch_Brand,1688.75,2739,38346,0.617
2024-02-23,Google_Search,GSearch_Generic,2211.07,1841,81004,1.201
2024-02-23,Google_Search,GSearch_Competitor,1908.77,3278,98340,0.582
2024-02-23,Meta_Facebook,FB_Retargeting,326.62,320,6080,1.021
2024-02-23,Meta_Facebook,FB_Lookalike,1578.83,691,24185,2.285
2024-02-23,Meta_Facebook,FB_Awareness,1879.09,1505,69230,1.249
2024-02-23,TikTok,TikTok_Video1,512.61,198,6732,2.589
2024-02-23,TikTok,TikTok_Promo,1080.15,583,19822,1.853
2024-02-23,LinkedIn,LinkedIn_B2B,1986.78,2337,35055,0.85
2024-02-23,LinkedIn,LinkedIn_Lead,1451.66,494,6422,2.939
2024-02-23,Email,Email_Welcome,74.42,68,952,1.094
2024-02-23,Email,Email_Promo,135.15,55,2640,2.457
2024-02-23,Email,Email_Retention,149.18,61,671,2.446
2024-02-23,Organic,Organic_SEO,0.0,451,17138,0.0
2024-02-23,Organic,Organic_Direct,0.0,232,10440,0.0
2024-02-24,Google_Search,GSearch_Brand,2852.86,1806,84882,1.58
2024-02-24,Google_Search,GSearch_Generic,2151.68,3012,147588,0.714
2024-02-24,Google_Search,GSearch_Competitor,1238.45,1109,15526,1.117
2024-02-24,Meta_Facebook,FB_Retargeting,439.46,496,24800,0.886
2024-02-24,Meta_Facebook,FB_Lookalike,562.27,381,12573,1.476
2024-02-24,Meta_Facebook,FB_Awareness,481.14,937,27173,0.513
2024-02-24,TikTok,TikTok_Video1,778.16,323,5168,2.409
2024-02-24,TikTok,TikTok_Promo,372.26,384,14592,0.969
2024-02-24,LinkedIn,LinkedIn_B2B,1569.67,881,14096,1.782
2024-02-24,LinkedIn,LinkedIn_Lead,455.15,328,4920,1.388
2024-02-24,Email,Email_Welcome,199.23,80,2720,2.49
2024-02-24,Email,Email_Promo,53.09,34,510,1.561
2024-02-24,Email,Email_Retention,231.21,121,3025,1.911
2024-02-24,Organic,Organic_SEO,0.0,136,4624,0.0
2024-02-24,Organic,Organic_Direct,0.0,187,5423,0.0
2024-02-25,Google_Search,GSearch_Brand,1171.02,1354,27080,0.865
2024-02-25,Google_Search,GSearch_Generic,1586.69,1021,40840,1.554
2024-02-25,Google_Search,GSearch_Competitor,2456.67,1751,43775,1.403
2024-02-25,Meta_Facebook,FB_Retargeting,1525.53,876,42924,1.741
2024-02-25,Meta_Facebook,FB_Lookalike,632.43,824,23896,0.768
2024-02-25,Meta_Facebook,FB_Awareness,311.5,209,10241,1.49
2024-02-25,TikTok,TikTok_Video1,693.86,261,9918,2.658
2024-02-25,TikTok,TikTok_Promo,635.16,250,12000,2.541
2024-02-25,LinkedIn,LinkedIn_B2B,685.86,526,11572,1.304
2024-02-25,LinkedIn,LinkedIn_Lead,1405.92,1489,52115,0.944
2024-02-25,Email,Email_Welcome,292.18,237,11850,1.233
2024-02-25,Email,Email_Promo,172.75,89,2225,1.941
2024-02-25,Email,Email_Retention,131.47,109,3815,1.206
2024-02-25,Organic,Organic_SEO,0.0,338,7436,0.0
2024-02-25,Organic,Organic_Direct,0.0,329,6909,0.0
2024-02-26,Google_Search,GSearch_Brand,2204.28,1175,45825,1.876
2024-02-26,Google_Search,GSearch_Generic,2857.44,2790,78120,1.024
2024-02-26,Google_Search,GSearch_Competitor,2578.2,3831,137916,0.673
2024-02-26,Meta_Facebook,FB_Retargeting,1444.06,1703,49387,0.848
2024-02-26,Meta_Facebook,FB_Lookalike,711.44,331,12247,2.149
2024-02-26,Meta_Facebook,FB_Awareness,1641.43,2396,115008,0.685
2024-02-26,TikTok,TikTok_Video1,823.01,547,22974,1.505
2024-02-26,TikTok,TikTok_Promo,1400.54,523,18828,2.678
2024-02-26,LinkedIn,LinkedIn_B2B,1541.65,622,20526,2.479
2024-02-26,LinkedIn,LinkedIn_Lead,1873.43,740,35520,2.532
2024-02-26,Email,Email_Welcome,209.55,294,7350,0.713
2024-02-26,Email,Email_Promo,214.4,154,7546,1.392
2024-02-26,Email,Email_Retention,61.07,20,700,3.054
2024-02-26,Organic,Organic_SEO,0.0,219,8103,0.0
2024-02-26,Organic,Organic_Direct,0.0,100,2600,0.0
2024-02-27,Google_Search,GSearch_Brand,1055.0,445,20025,2.371
2024-02-27,Google_Search,GSearch_Generic,1951.3,1006,38228,1.94
2024-02-27,Google_Search,GSearch_Competitor,1435.3,865,40655,1.659
2024-02-27,Meta_Facebook,FB_Retargeting,1473.74,1680,18480,0.877
2024-02-27,Meta_Facebook,FB_Lookalike,1120.71,904,13560,1.24
2024-02-27,Meta_Facebook,FB_Awareness,497.32,174,3306,2.858
2024-02-27,TikTok,TikTok_Video1,652.83,480,11040,1.36
2024-02-27,TikTok,TikTok_Promo,877.45,640,10240,1.371
2024-02-27,LinkedIn,LinkedIn_B2B,1320.15,588,17640,2.245
2024-02-27,LinkedIn,LinkedIn_Lead,541.07,884,15028,0.612
2024-02-27,Email,Email_Welcome,55.65,40,640,1.391
2024-02-27,Email,Email_Promo,219.28,240,6000,0.914
2024-02-27,Email,Email_Retention,179.0,95,2945,1.884
2024-02-27,Organic,Organic_SEO,0.0,286,6864,0.0
2024-02-27,Organic,Organic_Direct,0.0,372,7812,0.0
2024-02-28,Google_Search,GSearch_Brand,965.97,450,15750,2.147
2024-02-28,Google_Search,GSearch_Generic,572.98,281,6182,2.039
2024-02-28,Google_Search,GSearch_Competitor,1623.94,1031,10310,1.575
2024-02-28,Meta_Facebook,FB_Retargeting,1498.05,1476,20664,1.015
2024-02-28,Meta_Facebook,FB_Lookalike,1281.49,512,22528,2.503
2024-02-28,Meta_Facebook,FB_Awareness,617.83,469,18291,1.317
2024-02-28,TikTok,TikTok_Video1,348.14,159,6519,2.19
2024-02-28,TikTok,TikTok_Promo,886.03,422,20256,2.1
2024-02-28,LinkedIn,LinkedIn_B2B,1216.14,820,13940,1.483
2024-02-28,LinkedIn,LinkedIn_Lead,1130.64,432,21168,2.617
2024-02-28,Email,Email_Welcome,93.13,42,1218,2.217
2024-02-28,Email,Email_Promo,279.67,141,2538,1.983
2024-02-28,Email,Email_Retention,128.3,117,1989,1.097
2024-02-28,Organic,Organic_SEO,0.0,405,7695,0.0
2024-02-28,Organic,Organic_Direct,0.0,264,12672,0.0
2024-02-29,Google_Search,GSearch_Brand,844.67,578,12138,1.461
2024-02-29,Google_Search,GSearch_Generic,1716.68,931,19551,1.844
2024-02-29,Google_Search,GSearch_Competitor,1887.28,1094,19692,1.725
2024-02-29,Meta_Facebook,FB_Retargeting,618.07,237,11613,2.608
2024-02-29,Meta_Facebook,FB_Lookalike,391.14,279,2790,1.402
2024-02-29,Meta_Facebook,FB_Awareness,1123.84,1137,38658,0.988
2024-02-29,TikTok,TikTok_Video1,1452.98,823,33743,1.765
2024-02-29,TikTok,TikTok_Promo,731.87,423,16074,1.73
2024-02-29,LinkedIn,LinkedIn_B2B,1426.27,2018,22198,0.707
2024-02-29,LinkedIn,LinkedIn_Lead,2071.35,1970,23640,1.051
2024-02-29,Email,Email_Welcome,118.71,64,1280,1.855
2024-02-29,Email,Email_Promo,245.19,128,5248,1.916
2024-02-29,Email,Email_Retention,187.43,239,4063,0.784
2024-02-29,Organic,Organic_SEO,0.0,328,10824,0.0
2024-02-29,Organic,Organic_Direct,0.0,437,5244,0.0
2024-03-01,Google_Search,GSearch_Brand,2400.01,1496,34408,1.604
2024-03-01,Google_Search,GSearch_Generic,2974.44,3934,98350,0.756
2024-03-01,Google_Search,GSearch_Competitor,1244.27,414,15732,3.005
2024-03-01,Meta_Facebook,FB_Retargeting,746.79,281,4215,2.658
2024-03-01,Meta_Facebook,FB_Lookalike,1046.42,350,8750,2.99
2024-03-01,Meta_Facebook,FB_Awareness,656.79,280,8960,2.346
2024-03-01,TikTok,TikTok_Video1,1319.36,651,24087,2.027
2024-03-01,TikTok,TikTok_Promo,415.78,490,11270,0.849
2024-03-01,LinkedIn,LinkedIn_B2B,2108.41,838,38548,2.516
2024-03-01,LinkedIn,LinkedIn_Lead,1136.71,945,41580,1.203
2024-03-01,Email,Email_Welcome,92.09,31,868,2.971
2024-03-01,Email,Email_Promo,122.33,104,4368,1.176
2024-03-01,Email,Email_Retention,296.37,134,2144,2.212
2024-03-01,Organic,Organic_SEO,0.0,434,15624,0.0
2024-03-01,Organic,Organic_Direct,0.0,191,3438,0.0
2024-03-02,Google_Search,GSearch_Brand,2253.57,2709,51471,0.832
2024-03-02,Google_Search,GSearch_Generic,2278.49,886,31010,2.572
2024-03-02,Google_Search,GSearch_Competitor,1723.65,886,23922,1.945
2024-03-02,Meta_Facebook,FB_Retargeting,1367.28,950,13300,1.439
2024-03-02,Meta_Facebook,FB_Lookalike,1377.17,510,7650,2.7
2024-03-02,Meta_Facebook,FB_Awareness,984.85,414,13662,2.379
2024-03-02,TikTok,TikTok_Video1,791.1,459,21573,1.724
2024-03-02,TikTok,TikTok_Promo,203.22,83,1245,2.448
2024-03-02,LinkedIn,LinkedIn_B2B,1934.96,1175,37600,1.647
2024-03-02,LinkedIn,LinkedIn_Lead,2185.22,877,30695,2.492
2024-03-02,Email,Email_Welcome,104.46,66,1518,1.583
2024-03-02,Email,Email_Promo,173.68,132,3696,1.316
2024-03-02,Email,Email_Retention,134.44,69,3174,1.948
2024-03-02,Organic,Organic_SEO,0.0,453,14043,0.0
2024-03-02,Organic,Organic_Direct,0.0,440,5720,0.0
2024-03-03,Google_Search,GSearch_Brand,614.86,297,11583,2.07
2024-03-03,Google_Search,GSearch_Generic,540.7,191,3820,2.831
2024-03-03,Google_Search,GSearch_Competitor,1603.21,3195,118215,0.502
2024-03-03,Meta_Facebook,FB_Retargeting,643.94,289,5202,2.228
2024-03-03,Meta_Facebook,FB_Lookalike,1799.65,1434,38718,1.255
2024-03-03,Meta_Facebook,FB_Awareness,458.68,327,4905,1.403
2024-03-03,TikTok,TikTok_Video1,683.4,247,4940,2.767
2024-03-03,TikTok,TikTok_Promo,267.32,129,3096,2.072
2024-03-03,LinkedIn,LinkedIn_B2B,1301.38,1787,28592,0.728
2024-03-03,LinkedIn,LinkedIn_Lead,402.28,237,4266,1.697
2024-03-03,Email,Email_Welcome,198.42,110,4180,1.804
2024-03-03,Email,Email_Promo,52.32,23,391,2.275
2024-03-03,Email,Email_Retention,297.04,190,3420,1.563
2024-03-03,Organic,Organic_SEO,0.0,167,5678,0.0
2024-03-03,Organic,Organic_Direct,0.0,462,7392,0.0
2024-03-04,Google_Search,GSearch_Brand,758.0,534,15486,1.419
2024-03-04,Google_Search,GSearch_Generic,842.82,346,6228,2.436
2024-03-04,Google_Search,GSearch_Competitor,2103.94,959,13426,2.194
2024-03-04,Meta_Facebook,FB_Retargeting,1201.86,2306,46120,0.521
2024-03-04,Meta_Facebook,FB_Lookalike,1048.17,454,22700,2.309
2024-03-04,Meta_Facebook,FB_Awareness,1572.06,561,27489,2.802
2024-03-04,TikTok,TikTok_Video1,1092.54,412,6180,2.652
2024-03-04,TikTok,TikTok_Promo,1365.57,1606,27302,0.85
2024-03-04,LinkedIn,LinkedIn_B2B,1638.11,1121,41477,1.461
2024-03-04,LinkedIn,LinkedIn_Lead,1060.46,1248,33696,0.85
2024-03-04,Email,Email_Welcome,211.16,188,9024,1.123
2024-03-04,Email,Email_Promo,200.0,99,1089,2.02
2024-03-04,Email,Email_Retention,261.97,122,3538,2.147
2024-03-04,Organic,Organic_SEO,0.0,360,15120,0.0
2024-03-04,Organic,Organic_Direct,0.0,250,7000,0.0
2024-03-05,Google_Search,GSearch_Brand,2115.42,860,21500,2.46
2024-03-05,Google_Search,GSearch_Generic,1737.22,2221,91061,0.782
2024-03-05,Google_Search,GSearch_Competitor,2095.21,3092,30920,0.678
2024-03-05,Meta_Facebook,FB_Retargeting,1977.7,697,12546,2.837
2024-03-05,Meta_Facebook,FB_Lookalike,957.63,368,13248,2.602
2024-03-05,Meta_Facebook,FB_Awareness,921.2,417,16680,2.209
2024-03-05,TikTok,TikTok_Video1,1440.79,593,6523,2.43
2024-03-05,TikTok,TikTok_Promo,963.57,1802,41446,0.535
2024-03-05,LinkedIn,LinkedIn_B2B,483.64,742,25970,0.652
2024-03-05,LinkedIn,LinkedIn_Lead,1463.88,706,29652,2.073
2024-03-05,Email,Email_Welcome,241.78,155,5425,1.56
2024-03-05,Email,Email_Promo,70.61,38,1862,1.858
2024-03-05,Email,Email_Retention,88.17,124,1860,0.711
2024-03-05,Organic,Organic_SEO,0.0,154,2926,0.0
2024-03-05,Organic,Organic_Direct,0.0,250,11750,0.0
2024-03-06,Google_Search,GSearch_Brand,2085.74,806,11284,2.588
2024-03-06,Google_Search,GSearch_Generic,1275.42,800,20000,1.594
2024-03-06,Google_Search,GSearch_Competitor,644.76,901,33337,0.716
2024-03-06,Meta_Facebook,FB_Retargeting,497.18,244,3172,2.038
2024-03-06,Meta_Facebook,FB_Lookalike,825.79,350,7350,2.359
2024-03-06,Meta_Facebook,FB_Awareness,503.05,221,2210,2.276
2024-03-06,TikTok,TikTok_Video1,412.98,143,6149,2.888
2024-03-06,TikTok,TikTok_Promo,872.39,341,8866,2.558
2024-03-06,LinkedIn,LinkedIn_B2B,750.62,918,24786,0.818
2024-03-06,LinkedIn,LinkedIn_Lead,1939.17,2438,26818,0.795
2024-03-06,Email,Email_Welcome,133.75,85,3655,1.574
2024-03-06,Email,Email_Promo,65.97,28,1288,2.356
2024-03-06,Email,Email_Retention,206.88,118,4956,1.753
2024-03-06,Organic,Organic_SEO,0.0,305,14030,0.0
2024-03-06,Organic,Organic_Direct,0.0,130,3380,0.0
2024-03-07,Google_Search,GSearch_Brand,2433.32,889,15113,2.737
2024-03-07,Google_Search,GSearch_Generic,1071.01,604,7248,1.773
2024-03-07,Google_Search,GSearch_Competitor,2646.72,4987,59844,0.531
2024-03-07,Meta_Facebook,FB_Retargeting,1102.0,756,14364,1.458
2024-03-07,Meta_Facebook,FB_Lookalike,604.23,208,2496,2.905
2024-03-07,Meta_Facebook,FB_Awareness,1239.87,445,16020,2.786
2024-03-07,TikTok,TikTok_Video1,491.87,438,13140,1.123
2024-03-07,TikTok,TikTok_Promo,552.64,795,26235,0.695
2024-03-07,LinkedIn,LinkedIn_B2B,650.74,298,3874,2.184
2024-03-07,LinkedIn,LinkedIn_Lead,776.62,309,3708,2.513
2024-03-07,Email,Email_Welcome,288.52,429,16731,0.673
2024-03-07,Email,Email_Promo,266.51,109,3161,2.445
2024-03-07,Email,Email_Retention,131.83,70,700,1.883
2024-03-07,Organic,Organic_SEO,0.0,199,9154,0.0
2024-03-07,Organic,Organic_Direct,0.0,428,20972,0.0
2024-03-08,Google_Search,GSearch_Brand,1106.46,778,31898,1.422
2024-03-08,Google_Search,GSearch_Generic,2994.47,1227,53988,2.44
2024-03-08,Google_Search,GSearch_Competitor,2401.21,2157,21570,1.113
2024-03-08,Meta_Facebook,FB_Retargeting,1885.08,3367,148148,0.56
2024-03-08,Meta_Facebook,FB_Lookalike,888.92,342,3420,2.599
2024-03-08,Meta_Facebook,FB_Awareness,1916.68,3805,129370,0.504
2024-03-08,TikTok,TikTok_Video1,1303.71,562,8992,2.32
2024-03-08,TikTok,TikTok_Promo,466.75,157,5652,2.973
2024-03-08,LinkedIn,LinkedIn_B2B,1433.26,2205,41895,0.65
2024-03-08,LinkedIn,LinkedIn_Lead,1894.47,2586,62064,0.733
2024-03-08,Email,Email_Welcome,274.32,152,5016,1.805
2024-03-08,Email,Email_Promo,164.61,69,3243,2.386
2024-03-08,Email,Email_Retention,73.89,88,3080,0.84
2024-03-08,Organic,Organic_SEO,0.0,340,4420,0.0
2024-03-08,Organic,Organic_Direct,0.0,116,2900,0.0
2024-03-09,Google_Search,GSearch_Brand,1229.19,467,16345,2.632
2024-03-09,Google_Search,GSearch_Generic,2251.81,962,28860,2.341
2024-03-09,Google_Search,GSearch_Competitor,1631.89,1505,33110,1.084
2024-03-09,Meta_Facebook,FB_Retargeting,531.39,219,3504,2.426
2024-03-09,Meta_Facebook,FB_Lookalike,564.2,619,24141,0.911
2024-03-09,Meta_Facebook,FB_Awareness,833.86,1039,33248,0.803
2024-03-09,TikTok,TikTok_Video1,1454.03,1426,41354,1.02
2024-03-09,TikTok,TikTok_Promo,802.35,304,4560,2.639
2024-03-09,LinkedIn,LinkedIn_B2B,730.99,329,15792,2.222
2024-03-09,LinkedIn,LinkedIn_Lead,484.69,187,5610,2.592
2024-03-09,Email,Email_Welcome,87.08,38,1216,2.292
2024-03-09,Email,Email_Promo,149.06,239,6931,0.624
2024-03-09,Email,Email_Retention,115.04,38,418,3.027
2024-03-09,Organic,Organic_SEO,0.0,487,18506,0.0
2024-03-09,Organic,Organic_Direct,0.0,331,8275,0.0
2024-03-10,Google_Search,GSearch_Brand,736.81,976,17568,0.755
2024-03-10,Google_Search,GSearch_Generic,803.63,1228,29472,0.654
2024-03-10,Google_Search,GSearch_Competitor,826.79,323,10659,2.56
2024-03-10,Meta_Facebook,FB_Retargeting,1466.68,515,7725,2.848
2024-03-10,Meta_Facebook,FB_Lookalike,1289.95,1124,15736,1.148
2024-03-10,Meta_Facebook,FB_Awareness,337.06,509,19342,0.662
2024-03-10,TikTok,TikTok_Video1,1252.09,1715,53165,0.73
2024-03-10,TikTok,TikTok_Promo,359.29,125,1625,2.874
2024-03-10,LinkedIn,LinkedIn_B2B,752.78,389,13615,1.935
2024-03-10,LinkedIn,LinkedIn_Lead,1441.87,989,36593,1.458
2024-03-10,Email,Email_Welcome,93.2,89,1869,1.047
2024-03-10,Email,Email_Promo,118.75,73,1387,1.627
2024-03-10,Email,Email_Retention,58.66,28,700,2.095
2024-03-10,Organic,Organic_SEO,0.0,305,10980,0.0
2024-03-10,Organic,Organic_Direct,0.0,295,3835,0.0
2024-03-11,Google_Search,GSearch_Brand,719.3,493,17748,1.459
2024-03-11,Google_Search,GSearch_Generic,998.64,368,15824,2.714
2024-03-11,Google_Search,GSearch_Competitor,1122.87,376,16544,2.986
2024-03-11,Meta_Facebook,FB_Retargeting,1651.24,555,17760,2.975
2024-03-11,Meta_Facebook,FB_Lookalike,1115.46,454,14528,2.457
2024-03-11,Meta_Facebook,FB_Awareness,1851.55,1054,35836,1.757
2024-03-11,TikTok,TikTok_Video1,551.57,975,46800,0.566
2024-03-11,TikTok,TikTok_Promo,484.73,176,4752,2.754
2024-03-11,LinkedIn,LinkedIn_B2B,523.04,175,7525,2.989
2024-03-11,LinkedIn,LinkedIn_Lead,1150.61,587,14088,1.96
2024-03-11,Email,Email_Welcome,293.49,391,9775,0.751
2024-03-11,Email,Email_Promo,116.63,45,585,2.592
2024-03-11,Email,Email_Retention,241.01,83,3818,2.904
2024-03-11,Organic,Organic_SEO,0.0,458,15572,0.0
2024-03-11,Organic,Organic_Direct,0.0,479,10059,0.0
2024-03-12,Google_Search,GSearch_Brand,940.25,474,15168,1.984
2024-03-12,Google_Search,GSearch_Generic,2784.95,4881,156192,0.571
2024-03-12,Google_Search,GSearch_Competitor,2868.9,1502,69092,1.91
2024-03-12,Meta_Facebook,FB_Retargeting,1912.23,737,30217,2.595
2024-03-12,Meta_Facebook,FB_Lookalike,1221.61,1301,15612,0.939
2024-03-12,Meta_Facebook,FB_Awareness,453.44,419,10056,1.082
2024-03-12,TikTok,TikTok_Video1,225.91,133,4123,1.699
2024-03-12,TikTok,TikTok_Promo,1393.27,1388,24984,1.004
2024-03-12,LinkedIn,LinkedIn_B2B,1115.59,1182,35460,0.944
2024-03-12,LinkedIn,LinkedIn_Lead,525.07,604,11476,0.869
2024-03-12,Email,Email_Welcome,243.59,93,3069,2.619
2024-03-12,Email,Email_Promo,290.14,202,7070,1.436
2024-03-12,Email,Email_Retention,196.5,146,4380,1.346
2024-03-12,Organic,Organic_SEO,0.0,130,4810,0.0
2024-03-12,Organic,Organic_Direct,0.0,299,8970,0.0
2024-03-13,Google_Search,GSearch_Brand,935.51,320,15680,2.923
2024-03-13,Google_Search,GSearch_Generic,2467.48,2332,109604,1.058
2024-03-13,Google_Search,GSearch_Competitor,2536.14,1753,49084,1.447
2024-03-13,Meta_Facebook,FB_Retargeting,516.49,222,10212,2.327
2024-03-13,Meta_Facebook,FB_Lookalike,965.72,323,14858,2.99
2024-03-13,Meta_Facebook,FB_Awareness,355.05,176,8624,2.017
2024-03-13,TikTok,TikTok_Video1,487.16,254,10414,1.918
2024-03-13,TikTok,TikTok_Promo,382.84,161,4025,2.378
2024-03-13,LinkedIn,LinkedIn_B2B,1128.3,868,43400,1.3
2024-03-13,LinkedIn,LinkedIn_Lead,2259.17,3129,156450,0.722
2024-03-13,Email,Email_Welcome,232.32,173,1730,1.343
2024-03-13,Email,Email_Promo,116.3,103,1442,1.129
2024-03-13,Email,Email_Retention,137.62,55,550,2.502
2024-03-13,Organic,Organic_SEO,0.0,274,9864,0.0
2024-03-13,Organic,Organic_Direct,0.0,261,10701,0.0
2024-03-14,Google_Search,GSearch_Brand,2704.43,1962,66708,1.378
2024-03-14,Google_Search,GSearch_Generic,753.57,443,20378,1.701
2024-03-14,Google_Search,GSearch_Competitor,2127.42,959,19180,2.218
2024-03-14,Meta_Facebook,FB_Retargeting,1067.19,427,5124,2.499
2024-03-14,Meta_Facebook,FB_Lookalike,801.34,617,9872,1.299
2024-03-14,Meta_Facebook,FB_Awareness,426.14,460,15640,0.926
2024-03-14,TikTok,TikTok_Video1,409.18,595,8925,0.688
2024-03-14,TikTok,TikTok_Promo,639.34,215,8600,2.974
2024-03-14,LinkedIn,LinkedIn_B2B,1879.46,1190,23800,1.579
2024-03-14,LinkedIn,LinkedIn_Lead,1675.37,1056,13728,1.587
2024-03-14,Email,Email_Welcome,75.31,74,1628,1.018
2024-03-14,Email,Email_Promo,152.32,80,3520,1.904
2024-03-14,Email,Email_Retention,116.32,96,2400,1.212
2024-03-14,Organic,Organic_SEO,0.0,251,11546,0.0
2024-03-14,Organic,Organic_Direct,0.0,301,5719,0.0
2024-03-15,Google_Search,GSearch_Brand,636.26,1248,18720,0.51
2024-03-15,Google_Search,GSearch_Generic,1236.37,573,27504,2.158
2024-03-15,Google_Search,GSearch_Competitor,1700.82,2290,52670,0.743
2024-03-15,Meta_Facebook,FB_Retargeting,590.41,480,7200,1.23
2024-03-15,Meta_Facebook,FB_Lookalike,1105.07,1400,49000,0.789
2024-03-15,Meta_Facebook,FB_Awareness,1100.61,402,10452,2.738
2024-03-15,TikTok,TikTok_Video1,318.48,171,3591,1.862
2024-03-15,TikTok,TikTok_Promo,682.33,469,9849,1.455
2024-03-15,LinkedIn,LinkedIn_B2B,1336.13,1153,44967,1.159
2024-03-15,LinkedIn,LinkedIn_Lead,953.14,367,16882,2.597
2024-03-15,Email,Email_Welcome,65.41,27,432,2.423
2024-03-15,Email,Email_Promo,71.43,52,2288,1.374
2024-03-15,Email,Email_Retention,153.5,64,1536,2.398
2024-03-15,Organic,Organic_SEO,0.0,480,16320,0.0
2024-03-15,Organic,Organic_Direct,0.0,264,11616,0.0
2024-03-16,Google_Search,GSearch_Brand,2217.67,780,35880,2.843
2024-03-16,Google_Search,GSearch_Generic,2704.13,1599,23985,1.691
2024-03-16,Google_Search,GSearch_Competitor,1487.01,564,6768,2.637
2024-03-16,Meta_Facebook,FB_Retargeting,1153.57,419,19274,2.753
2024-03-16,Meta_Facebook,FB_Lookalike,1451.81,707,12019,2.053
2024-03-16,Meta_Facebook,FB_Awareness,1913.73,1179,23580,1.623
2024-03-16,TikTok,TikTok_Video1,1463.81,580,10440,2.524
2024-03-16,TikTok,TikTok_Promo,255.48,367,13579,0.696
2024-03-16,LinkedIn,LinkedIn_B2B,824.03,322,6118,2.559
2024-03-16,LinkedIn,LinkedIn_Lead,2151.63,1879,26306,1.145
2024-03-16,Email,Email_Welcome,71.76,37,1665,1.939
2024-03-16,Email,Email_Promo,131.53,110,4290,1.196
2024-03-16,Email,Email_Retention,279.29,526,25774,0.531
2024-03-16,Organic,Organic_SEO,0.0,450,16200,0.0
2024-03-16,Organic,Organic_Direct,0.0,126,2394,0.0
2024-03-17,Google_Search,GSearch_Brand,1916.48,979,15664,1.958
2024-03-17,Google_Search,GSearch_Generic,2812.32,1474,23584,1.908
2024-03-17,Google_Search,GSearch_Competitor,2464.36,923,29536,2.67
2024-03-17,Meta_Facebook,FB_Retargeting,1792.42,1544,63304,1.161
2024-03-17,Meta_Facebook,FB_Lookalike,1272.44,756,15876,1.683
2024-03-17,Meta_Facebook,FB_Awareness,768.2,893,42864,0.86
2024-03-17,TikTok,TikTok_Video1,1085.06,721,25235,1.505
2024-03-17,TikTok,TikTok_Promo,1356.45,1020,25500,1.33
2024-03-17,LinkedIn,LinkedIn_B2B,503.51,298,8046,1.69
2024-03-17,LinkedIn,LinkedIn_Lead,2283.77,4147,120263,0.551
2024-03-17,Email,Email_Welcome,127.74,48,768,2.661
2024-03-17,Email,Email_Promo,293.12,273,7917,1.074
2024-03-17,Email,Email_Retention,293.55,182,5460,1.613
2024-03-17,Organic,Organic_SEO,0.0,263,12624,0.0
2024-03-17,Organic,Organic_Direct,0.0,146,5548,0.0
2024-03-18,Google_Search,GSearch_Brand,1028.48,401,16441,2.565
2024-03-18,Google_Search,GSearch_Generic,2398.73,899,11687,2.668
2024-03-18,Google_Search,GSearch_Competitor,1788.17,1992,57768,0.898
2024-03-18,Meta_Facebook,FB_Retargeting,1506.27,998,42914,1.509
2024-03-18,Meta_Facebook,FB_Lookalike,1794.87,3135,68970,0.573
2024-03-18,Meta_Facebook,FB_Awareness,1787.81,1784,23192,1.002
2024-03-18,TikTok,TikTok_Video1,524.34,319,10527,1.644
2024-03-18,TikTok,TikTok_Promo,1116.02,941,36699,1.186
2024-03-18,LinkedIn,LinkedIn_B2B,1460.77,699,11883,2.09
2024-03-18,LinkedIn,LinkedIn_Lead,1830.47,1656,67896,1.105
2024-03-18,Email,Email_Welcome,198.51,210,8400,0.945
2024-03-18,Email,Email_Promo,196.72,143,2860,1.376
2024-03-18,Email,Email_Retention,259.41,226,3390,1.148
2024-03-18,Organic,Organic_SEO,0.0,247,3211,0.0
2024-03-18,Organic,Organic_Direct,0.0,342,7866,0.0
2024-03-19,Google_Search,GSearch_Brand,2642.78,1247,28681,2.119
2024-03-19,Google_Search,GSearch_Generic,1172.71,769,8459,1.525
2024-03-19,Google_Search,GSearch_Competitor,2661.57,912,9120,2.918
2024-03-19,Meta_Facebook,FB_Retargeting,1105.97,1331,27951,0.831
2024-03-19,Meta_Facebook,FB_Lookalike,1321.94,2536,65936,0.521
2024-03-19,Meta_Facebook,FB_Awareness,1334.18,466,12582,2.863
2024-03-19,TikTok,TikTok_Video1,750.95,521,16672,1.441
2024-03-19,TikTok,TikTok_Promo,796.7,762,22098,1.046
2024-03-19,LinkedIn,LinkedIn_B2B,1822.11,711,24885,2.563
2024-03-19,LinkedIn,LinkedIn_Lead,1627.42,3139,103587,0.518
2024-03-19,Email,Email_Welcome,190.36,95,2660,2.004
2024-03-19,Email,Email_Promo,124.62,161,2254,0.774
2024-03-19,Email,Email_Retention,134.07,112,3360,1.197
2024-03-19,Organic,Organic_SEO,0.0,183,5307,0.0
2024-03-19,Organic,Organic_Direct,0.0,314,7850,0.0
2024-03-20,Google_Search,GSearch_Brand,2749.22,1093,52464,2.515
2024-03-20,Google_Search,GSearch_Generic,1510.25,1162,20916,1.3
2024-03-20,Google_Search,GSearch_Competitor,2303.21,1077,30156,2.139
2024-03-20,Meta_Facebook,FB_Retargeting,741.02,479,16286,1.547
2024-03-20,Meta_Facebook,FB_Lookalike,1552.44,793,36478,1.958
